codigo,id_categoria,id_subcategoria,Nome,Quantidade,Descricao,Codigo Amarração,image_url,Vlr Bruto,Vlr Unitario
3100, 7,30,ASSADDEIRA DE PUDIM REF ORÇADA ACETINADA 22,1,"- 22 X 9,0 CM",,,"17,79","17,79"
4712, 7,30,ASSADDEIRA DE PUDIM REF ORÇADA ACETINADA 22,6,6 peças,3100,,"100,32","16,72"
3305, 7,31,ASSADEIRA REDONDA ALTA C/ FUNDO REMOVIVEL 15,1,- 15 X 10 CM,,,"16,70","16,70"
4735, 7,31,ASSADEIRA REDONDA ALTA C/ FUNDO REMOVIVEL 15,6,6 peças,3305,,"94,19","15,70"
3306, 7,31,ASSADEIRA REDONDA ALTA C/ FUNDO REMOVIVEL 20,1,- 20 X 10 CM,,,"29,53","29,53"
4736, 7,31,ASSADEIRA REDONDA ALTA C/ FUNDO REMOVIVEL 20,6,6 peças,3306,,"166,56","27,76"
3307, 7,31,ASSADEIRA REDONDA ALTA C/ FUNDO REMOVIVEL 25,1,- 25 X 10 CM,,,"37,21","37,21"
4737, 7,31,ASSADEIRA REDONDA ALTA C/ FUNDO REMOVIVEL 25,6,6 peças,3307,,"209,84","34,97"
3308, 7,31,ASSADEIRA REDONDA BAIXA C/ FUNDO REMOVIVEL 15,1,"- 15 X 6,5 CM",,,"15,48","15,48"
4732, 7,31,ASSADEIRA REDONDA BAIXA C/ FUNDO REMOVIVEL 15,6,6 peças,3308,,"87,30","14,55"
3309, 7,31,ASSADEIRA REDONDA BAIXA C/ FUNDO REMOVIVEL 20,1,"- 20 X 6,5 CM",,,"22,63","22,63"
4733, 7,31,ASSADEIRA REDONDA BAIXA C/ FUNDO REMOVIVEL 20,6,6 peças,3309,,"127,64","21,27"
3155, 7,31,ASSADEIRA REDONDA BAIXA C/ FUNDO REMOVIVEL 25,1,"- 25 X 6,5 CM",,,"33,04","33,04"
4734, 7,31,ASSADEIRA REDONDA BAIXA C/ FUNDO REMOVIVEL 25,6,6 peças,3155,,"186,37","31,06"
3295, 7,32,ASSADEIRA REDONDA BALLERINE CONICA  20 ,1,- 20 X 7 CM,,,"14,35","14,35"
4729, 7,32,ASSADEIRA REDONDA BALLERINE CONICA  20 ,6,6 peças,3295,,"80,92","13,49"
3296, 7,32,ASSADEIRA REDONDA BALLERINE CONICA  22,1,- 22 X 8 CM,,,"18,58","18,58"
4730, 7,32,ASSADEIRA REDONDA BALLERINE CONICA  22,6,6 peças,3296,,"104,77","17,46"
3297, 7,32,ASSADEIRA REDONDA BALLERINE CONICA  25,1,- 25 X 9 CM,,,"23,39","23,39"
4731, 7,32,ASSADEIRA REDONDA BALLERINE CONICA  25,6,6 peças,3297,,"131,93","21,99"
3286, 7,32,ASSADEIRA REDONDA BALLERINE RETA 20 ,1,"- 20 X 6,6 CM",,,"15,34","15,34"
4726, 7,32,ASSADEIRA REDONDA BALLERINE RETA 20 ,6,6 peças,3286,,"86,50","14,42"
3287, 7,32,ASSADEIRA REDONDA BALLERINE RETA 25,1,"- 25 X 6,7 CM",,,"21,95","21,95"
4727, 7,32,ASSADEIRA REDONDA BALLERINE RETA 25,6,6 peças,3287,,"123,77","20,63"
3288, 7,32,ASSADEIRA REDONDA BALLERINE RETA 30,1,"- 30 X 7,0 CM",,,"28,35","28,35"
4728, 7,32,ASSADEIRA REDONDA BALLERINE RETA 30,6,6 peças,3288,,"159,88","26,65"
3002, 7,33,ASSADEIRA DE PIZZA 20,1,"- 20 X 1,6 CM",,,"9,74","9,74"
4695, 7,33,ASSADEIRA DE PIZZA 20,6,6 peças,3002,,"54,93","9,15"
3003, 7,33,ASSADEIRA DE PIZZA 25,1,"- 25 X 1,7 CM",,,"14,71","14,71"
4696, 7,33,ASSADEIRA DE PIZZA 25,6,6 peças,3003,,"82,94","13,82"
3004, 7,33,ASSADEIRA DE PIZZA 30,1,"- 30 X 1,8 CM",,,"22,49","22,49"
4697, 7,33,ASSADEIRA DE PIZZA 30,6,6 peças,3004,,"126,84","21,14"
3005, 7,33,ASSADEIRA DE PIZZA 35,1,"- 35 X 1,8 CM",,,"32,57","32,57"
4698, 7,33,ASSADEIRA DE PIZZA 35,6,6 peças,3005,,"183,67","30,61"
3240, 7,33,ASSADEIRA DE PIZZA 35 FURADA,1,"- 35 X 1,5 CM",,,"34,84","34,84"
4699, 7,33,ASSADEIRA DE PIZZA 35 FURADA,6,6 peças,3240,,"196,48","32,75"
3134, 7,34,ASSADEIRA DE PAO REFORÇADA 01,1,"- 20,4 X 9,4 X 4,6 CM",,,"13,74","13,74"
4738, 7,34,ASSADEIRA DE PAO REFORÇADA 01,6,6 peças,3134,,"77,48","12,91"
3135, 7,34,ASSADEIRA DE PAO REFORÇADA 02,1,"- 23,4 X 9,9 X 5,7 CM ",,,"17,47","17,47"
4739, 7,34,ASSADEIRA DE PAO REFORÇADA 02,6,6 peças,3135,,"98,55","16,43"
3136, 7,34,ASSADEIRA DE PAO REFORÇADA 03,1,"- 27,9 X 10,8 X 6,2 CM ",,,"22,80","22,80"
4740, 7,34,ASSADEIRA DE PAO REFORÇADA 03,6,6 peças,3136,,"128,59","21,43"
3160, 7,35,ASSADEIRA DE BOLO CORACAO REFORÇADA 01,1,"- 18,5 X 19,1 X 4 CM",,,"18,74","18,74"
3161, 7,35,ASSADEIRA DE BOLO CORACAO REFORÇADA 02,1,"- 24 X 23,3 X 4,5 CM",,,"27,68","27,68"
3162, 7,35,ASSADEIRA DE BOLO CORACAO REFORÇADA 03,1,"- 31,8 X 31,8 X 5 CM",,,"49,47","49,47"
3246, 7,36,ASSADEIRA QUADRADA REFORÇADA 01,1,- 21 X 21 X 6 CM  ,,,"31,43","31,43"
3247, 7,36,ASSADEIRA QUADRADA REFORÇADA 02,1,"- 27 X 27 X 6,5 CM",,,"43,16","43,16"
3248, 7,36,ASSADEIRA QUADRADA REFORÇADA 03,1,- 34 X 34 X 7 CM ,,,"63,41","63,41"
5178,8,,CACAROLA WOK FORT FLON 26 C/ ASAS - SEM TPA,1,"- 3,60 L",,,"71,80","71,80"
5173,8,,CACAROLA WOK FORT FLON 26 C/ ASAS - TPA VIDRO,1,"- 3,60 L",,,"95,73","95,73"
5180,8,,CACAROLA WOK FORT FLON 28 C/ ASAS - SEM TPA,1,"- 4,60 L",,,"82,19","82,19"
5175,8,,CACAROLA WOK FORT FLON 28 C/ ASAS - TPA VIDRO,1,"- 4,60 L",,,"107,67","107,67"
5169,8,,PAELLEIRA FORT FLON C/ ASAS 30,1,"- 1,50 L",,,"134,07","134,07"
5170,8,,PAELLEIRA FORT FLON C/ ASAS 32,1,"- 2,00 L",,,"149,74","149,74"
5177,8,,PANELA WOK FORT FLON 26 C/ CABO  - SEM TPA,1,"- 3,60 L",,,"69,20","69,20"
5174,8,,PANELA WOK FORT FLON 26 C/ CABO  - TPA VIDRO,1,"- 3,60 L",,,"92,39","92,39"
5179,8,,PANELA WOK FORT FLON 28 C/ CABO - SEM TPA,1,"- 4,60 L",,,"79,01","79,01"
5176,8,,PANELA WOK FORT FLON 28 C/ CABO - TPA VIDRO,1,"- 4,60 L",,,"104,37","104,37"
3042,9,,COPO RETO REFORÇADO POLIDO C/ ASA 07 ,1,"- 0,33 L",,,"10,41","10,41"
3043,9,,COPO CONICO REFORÇADO POLIDO C/ ASA 09,1,"- 0,53 L",,,"13,21","13,21"
3053,9,,COPO RETO REFORÇADO FOSCO C/ ASA 07,1,"- 0,27 L",,,"6,55","6,55"
3054,9,,COPO RETO REFORÇADO FOSCO C/ ASA 08,1,"- 0,40 L",,,"7,35","7,35"
3055,9,,COPO RETO REFORÇADO FOSCO C/ ASA 09,1,"- 0,52 L",,,"7,69","7,69"
3067,9,,COPO CONICO REFORÇADO POLIDO 08,1,"- 0,36 L",,,"6,49","6,49"
3087,10,37,JARRA CONICA REFORÇADA POLIDA 01,1,"- 1,40 L",,,"17,24","17,24"
4741,10,37,JARRA CONICA REFORÇADA POLIDA 01,6,6 peças,3087,,"97,26","16,21"
3088,10,38,JARRA BOJUDA REFORÇADA POLIDA 00,1,"- 0,70 L",,,"11,82","11,82"
4742,10,38,JARRA BOJUDA REFORÇADA POLIDA 00,6,6 peças,3088,,"66,64","11,11"
3089,10,38,JARRA BOJUDA REFORÇADA POLIDA 01,1,"- 1,50 L",,,"19,99","19,99"
4743,10,38,JARRA BOJUDA REFORÇADA POLIDA 01,6,6 peças,3089,,"112,74","18,79"
3090,10,38,JARRA BOJUDA REFORÇADA POLIDA 02,1,"- 2,40 L",,,"21,99","21,99"
4744,10,38,JARRA BOJUDA REFORÇADA POLIDA 02,6,6 peças,3090,,"124,02","20,67"
3234,11,39,MARMITA OPERARIA REFORÇADA FOSCA 10,1,"- 0,45 L",,,"9,89","9,89"
4745,11,39,MARMITA OPERARIA REFORÇADA FOSCA 10,6,6 peças,3234,,"55,77","9,30"
3114,11,39,MARMITA OPERARIA REFORÇADA FOSCA 12,1,"- 0,65 L",,,"14,30","14,30"
4746,11,39,MARMITA OPERARIA REFORÇADA FOSCA 12,6,6 peças,3114,,"80,65","13,44"
3092,11,39,MARMITA OPERARIA REFORÇADA FOSCA 14,1,"- 1,00 L",,,"16,77","16,77"
4747,11,39,MARMITA OPERARIA REFORÇADA FOSCA 14,6,6 peças,3092,,"94,56","15,76"
3093,11,39,MARMITA OPERARIA REFORÇADA FOSCA 16,1,"- 1,30 L",,,"20,49","20,49"
4748,11,39,MARMITA OPERARIA REFORÇADA FOSCA 16,6,6 peças,3093,,"115,56","19,26"
3201,11,39,MARMITA OPERARIA REFORÇADA FOSCA C/ TRAVA 16,1,"- 1,30 L",,,"23,11","23,11"
3094,11,39,MARMITA OPERARIA REFORÇADA FOSCA 18,1,"- 1,80 L",,,"24,53","24,53"
4749,11,39,MARMITA OPERARIA REFORÇADA FOSCA 18,6,6 peças,3094,,"138,33","23,06"
3096,11,40,JG DE MARMITA REFORÇADO POLIDO 16X5,1,16X5,,,"116,81","116,81"
3097,11,40,JG DE MARMITA REFORÇADO POLIDO 16X6,1,16X6,,,"136,45","136,45"
3098,11,40,JG DE MARMITA REFORÇADO POLIDO 18X5,1,18X5,,,"135,81","135,81"
3099,11,40,JG DE MARMITA REFORÇADO POLIDO 18X6,1,18X6,,,"161,01","161,01"
3212,12,,DEPOSITO DE CEREAL REFORÇADO POLIDO 12,1,"- 1,30 L",,,"18,80","18,80"
3213,12,,DEPOSITO DE CEREAL REFORÇADO POLIDO 14,1,"- 2,00 L",,,"25,68","25,68"
3214,12,,DEPOSITO DE CEREAL REFORÇADO POLIDO 16,1,"- 2,90 L",,,"27,96","27,96"
3215,12,,DEPOSITO DE CEREAL REFORÇADO POLIDO 18,1,"- 4,00 L",,,"35,27","35,27"
3216,12,,DEPOSITO DE CEREAL REFORÇADO POLIDO 20,1,"- 5,50 L",,,"44,78","44,78"
3217,12,,DEPOSITO DE CEREAL REFORÇADO POLIDO 22,1,"- 7,60 L",,,"58,43","58,43"
3074,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 24,1,"- 10,20 L",,,"66,91","66,91"
3075,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 26,1,"- 13,20 L",,,"80,62","80,62"
3076,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 26 C/ ASAS,1,"- 13,20 L",,,"105,18","105,18"
3187,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 28,1,"- 16,70 L",,,"101,21","101,21"
3188,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 30,1,"- 21,20 L",,,"119,61","119,61"
3189,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 28 C/ ASAS,1,"- 16,70 L",,,"124,04","124,04"
3190,12,,DEPOSITO DE CEREAL REFORÇADO ACETINADO 30 C/ ASAS,1,"- 21,20 L",,,"142,48","142,48"
4030,12,,JOGO DEPOSITO CEREAIS REFORÇADO POLIDO 12 A 20,1,- 12 A 20,,,"153,31","153,31"
4547,12,,JOGO DEPOSITO CEREAIS REFORÇADO POLIDO 12 A 20,3,3 peças,4030,,"345,02","115,01"
4031,12,,JOGO DEPOSITO CEREAIS REFORÇADO POLIDO 14 A 22,1,- 14 A 22,,,"190,28","190,28"
4548,12,,JOGO DEPOSITO CEREAIS REFORÇADO POLIDO 14 A 22,3,3 peças,4031,,"425,85","141,95"
3014,26,,BACIA REFORÇADA FOSCA 15,1,"- 15 X 4,5 CM",,,"4,70","4,70"
3015,26,,BACIA REFORÇADA FOSCA 20,1,"- 20 X 5,5 CM",,,"7,42","7,42"
3016,26,,BACIA REFORÇADA FOSCA 25,1,"- 25 X 6,5 CM",,,"12,18","12,18"
3017,26,,BACIA REFORÇADA FOSCA 30,1,"- 30 X 7,5 CM",,,"19,70","19,70"
3018,26,,BACIA REFORÇADA FOSCA 35,1,- 35 X 9 CM,,,"25,62","25,62"
3019,26,,BACIA REFORÇADA FOSCA 40,1,"- 40 X 9,5 CM",,,"32,30","32,30"
3020,26,,BACIA REFORÇADA FOSCA 45,1,- 45 X 10 CM,,,"41,48","41,48"
3021,26,,BACIA REFORÇADA FOSCA 50,1,"- 50 X 12,5 CM",,,"49,98","49,98"
3022,26,,BACIA REFORÇADA FOSCA 55,1,- 55 X 13 CM,,,"62,99","62,99"
3023,26,,BACIA REFORÇADA FOSCA 60,1,- 60 X 14 CM,,,"82,24","82,24"
3167,26,,BACIA REFORÇADA FOSCA 70,1,- 70 X 15 CM,,,"133,01","133,01"
3024,26,,BALDE REFORÇADO ACETINADO 12,1,"- 12,30 L",,,"70,57","70,57"
3130,26,,BALDE DE GELO REFORÇADO ESCOVADO 22,1,"- 5,80 L",,,"47,43","47,43"
4024,26,,BALDE DE GELO REFORÇADO ESCOVADO 22 C/ CAIXA,1,"- 5,80 L",,,"55,10","55,10"
4544,26,,BALDE DE GELO REFORÇADO ESCOVADO 22 C/ CAIXA,3, 3 peças,4024,,"139,89","46,63"
3026,26,,BANDEJA REDONDA REFORÇADA POLIDA 40,1,- 40 X 2 CM,,,"46,84","46,84"
3091,13,,LAVARROZ REFORÇADO FOSCO 2O,1,"- 24 X 8,5 CM",,,"21,53","21,53"
3102,13,,ESCORREDOR DE MACARRAO REFORÇADO FOSCO 22,1,- 22 X 13 CM,,,"31,99","31,99"
3103,13,,ESCORREDOR DE MACARRAO REFORÇADO FOSCO 24,1,"- 24 X 14,5 CM",,,"34,60","34,60"
3104,13,,PRATO REFORÇADO ACETINADO 22,1,- 22 X 3 CM,,,"10,41","10,41"
3025,14,,BULE REFORÇADO POLIDO 02,1,"- 1,20 L",,,"35,50","35,50"
3065,14,,CAFETEIRA REFORÇADA POLIDA C/ COADOR 02,1,"- 2,00 L",,,"45,58","45,58"
3095,14,,CHALEIRA REFORÇADA POLIDA 18,1,"- 2,95 L",,,"58,51","58,51"
3077,15,,DEPOSITO  DE LEITE REFORÇADO FOSCO 02,1,"- 2,60 L",,,"28,98","28,98"
3078,15,,DEPOSITO  DE LEITE REFORÇADO FOSCO 03,1,"- 3,70 L",,,"34,40","34,40"
3079,15,,DEPOSITO  DE LEITE REFORÇADO FOSCO 05,1,"- 6,50 L",,,"55,16","55,16"
3132,15,,DEPOSITO  DE LEITE REFORÇADO FOSCO 01,1,"- 1,20 L",,,"17,46","17,46"
3310,16,,CUSCUZEIRO INDIVIDUAL TETINHA POLIDO 10,1,"- 0,35 L",,,"27,50","27,50"
4753,16,,CUSCUZEIRO INDIVIDUAL TETINHA POLIDO 10,6,6 peças,3310,,"155,10","25,85"
3311,16,,CUSCUZEIRO INDIVIDUAL COZI VAPOR 10,1,"- 0,45 L",,,"27,50","27,50"
4754,16,,CUSCUZEIRO INDIVIDUAL COZI VAPOR 10,6,6 peças,3311,,"155,10","25,85"
3289,16,,CUSCUZEIRO REFORÇADO POLIDO 14,1,"- 1,40 L",,,"32,81","32,81"
4750,16,,CUSCUZEIRO REFORÇADO POLIDO 14,6,6 peças,3289,,"185,05","30,84"
3290,16,,CUSCUZEIRO REFORÇADO POLIDO 16,1,"- 2,00 L",,,"39,31","39,31"
4751,16,,CUSCUZEIRO REFORÇADO POLIDO 16,6,6 peças,3290,,"221,69","36,95"
3051,16,,CUSCUZEIRO REFORÇADO POLIDO 18,1,"- 3,10 L",,,"47,93","47,93"
4752,16,,CUSCUZEIRO REFORÇADO POLIDO 18,6,6 peças,3051,,"270,34","45,06"
3117,17,,CONJUNTO BANHO MARIA REFORÇADO POLIDO 20 ,1,- 3 X 1,,,"60,41","60,41"
4758,17,,CONJUNTO BANHO MARIA REFORÇADO POLIDO 20 ,6,6 peças,3117,,"340,70","56,78"
4001,17,,CONJUNTO BANHO MARIA REFORÇADO POLIDO 20  C/ CAIXA,1,- 3 X 1,,,"71,14","71,14"
4543,17,,CONJUNTO BANHO MARIA REFORÇADO POLIDO 20  C/ CAIXA,3,3 peças,4001,,"184,14","61,38"
3142,17,,CONJUNTO MULTIUSO REFORÇADO POLIDO 20 ,1,- 6 X 1,,,"72,34","72,34"
4759,17,,CONJUNTO MULTIUSO REFORÇADO POLIDO 20 ,6,6 peças,3142,,"408,02","68,00"
4085,17,,CONJUNTO MULTIUSO REFORÇADO POLIDO 20 C/ CAIXA,1,- 6 X 1,,,"77,68","77,68"
4577,17,,CONJUNTO MULTIUSO REFORÇADO POLIDO 20 C/ CAIXA,3,3 peças,4085,,"198,05","66,02"
3158,17,,VAPOLAR REFORÇADO POLIDO 20 ,1,- 2 X 1,,,"69,88","69,88"
4046,17,,VAPOLAR REFORÇADO POLIDO 20 ,1,- 2 x 1,,,"72,53","72,53"
4553,17,,VAPOLAR REFORÇADO POLIDO 20 C/ CAIXA,3,3 peças,4046,,"194,37","64,79"
4760,17,,VAPOLAR REFORÇADO POLIDO 20 C/ CAIXA,6,6 peças,3158,,"394,13","65,69"
3139,18,,PIPOQUEIRA REFORÇADA POLIDA 20,1,"- 4,20 L",,,"84,93","84,93"
4755,18,,PIPOQUEIRA REFORÇADA POLIDA 20,6,6 peças,3139,,"479,03","79,84"
4017,18,,PIPOQUEIRA REFORÇADA POLIDA 20 C/ CAIXA,1,"- 4,20 L",,,"84,69","84,69"
4545,18,,PIPOQUEIRA REFORÇADA POLIDA 20 C/ CAIXA,3,3 peças,4017,,"193,74","64,58"
7154,18,,PIPOQUEIRA REFORÇADA POLIDA 20 ,1,"- 3,20 L",,,"52,53","52,53"
4756,18,,PIPOQUEIRA REFORÇADA POLIDA 20 ,6,6 peças,7154,,"296,25","49,37"
3101,19,,MORINGA REFORÇADA POLIDA 02,1,"- 1,80 L",,,"27,72","27,72"
4757,19,,MORINGA REFORÇADA POLIDA 02,6,6 peças,3101,,"156,32","26,05"
3157,20,,GUARDA OLEO REFORÇADO POLIDO C/ PENEIRA 11,1,"- 1,00 L - 13 CM ALTURA",,,"22,55","22,55"
4761,20,,GUARDA OLEO REFORÇADO POLIDO C/ PENEIRA 11,6,6 peças,3157,,"127,20","21,20"
3245,21,,ESPAGUETEIRA REFORÇADA POLIDA 20,1,"- 4,40 L",,,"79,73","79,73"
5017,22,41,CONCHA NYLON,1,- 30 X 9 CM,,,"6,30","6,30"
5018,22,41,ESPATULA NYLON,1,- 31 X 9 CM,,,"6,30","6,30"
5019,22,41,ESPUMADEIRA NYLON,1,- 28 X 11,,,"6,30","6,30"
3050,22,41,CONCHA BABY REFORÇADA FOSCA 08,1,- 25 X 8 CM,,,"14,94","14,94"
3066,22,41,CONCHA REFORÇADA POLIDA 09,1,- 28 X 9 CM ,,,"17,73","17,73"
3151,22,41,CONCHA SUPER FOSCA 09,1,- 26 X 9 CM,,,"15,38","15,38"
3080,22,41,ESPUMADEIRA REFORÇADA POLIDA 09,1,- 28 X 9 CM,,,"13,71","13,71"
3133,22,41,ESPUMADEIRA BABY REFORÇADA FOSCA 08,1,- 24 X 8 CM,,,"12,41","12,41"
3152,22,41,ESPUMADEIRA SUPER FOSCA 09,1,- 28 X 9 CM,,,"13,39","13,39"
6016,22,42,CONCHA SUPER FOSCA 12,1,- 42 X 12 CM,,,"22,82","22,82"
6018,22,42,ESPUMADEIRA SUPER FOSCA 13,1,- 42 X 13 CM,,,"21,46","21,46"
301,23,43,TAMPA BOJ POL 16,1,16,,,"10,97","10,97"
302,23,43,TAMPA BOJ POL 18,1,18,,,"12,40","12,40"
303,23,43,TAMPA BOJ POL 20,1,20,,,"13,97","13,97"
314,23,43,TAMPA BOJ POL 22,1,22,,,"18,20","18,20"
324,23,43,TAMPA BOJ POL 24,1,24,,,"24,37","24,37"
522,23,44,TAMPA DE VIDRO 12,1,12,,,"11,02","11,02"
521,23,44,TAMPA DE VIDRO 14,1,14,,,"11,02","11,02"
511,23,44,TAMPA DE VIDRO 16,1,16,,,"11,51","11,51"
512,23,44,TAMPA DE VIDRO 18,1,18,,,"12,44","12,44"
513,23,44,TAMPA DE VIDRO 20,1,20,,,"13,69","13,69"
514,23,44,TAMPA DE VIDRO 22,1,22,,,"14,62","14,62"
515,23,44,TAMPA DE VIDRO 24,1,24,,,"16,18","16,18"
520,23,44,TAMPA DE VIDRO 26,1,26,,,"17,87","17,87"
517,23,44,TAMPA DE VIDRO 28,1,28,,,"19,66","19,66"
518,23,44,TAMPA DE VIDRO 30,1,30,,,"21,74","21,74"
519,23,44,TAMPA DE VIDRO 32,1,32,,,"23,83","23,83"
3105,23,45,TAMPA COMUM FOSCA 10,1,10,,,"3,05","3,05"
3106,23,45,TAMPA COMUM FOSCA 12,1,12,,,"3,92","3,92"
3107,23,45,TAMPA COMUM FOSCA 14,1,14,,,"6,33","6,33"
3108,23,45,TAMPA COMUM FOSCA 16,1,16,,,"7,03","7,03"
3109,23,45,TAMPA COMUM FOSCA 18,1,18,,,"8,09","8,09"
3110,23,45,TAMPA COMUM FOSCA 20,1,20,,,"9,26","9,26"
3111,23,45,TAMPA COMUM FOSCA 22,1,22,,,"11,87","11,87"
3112,23,45,TAMPA COMUM FOSCA 24,1,24,,,"13,74","13,74"
3149,23,45,TAMPA COMUM FOSCA 26,1,26,,,"18,14","18,14"
3150,23,45,TAMPA COMUM FOSCA 28,1,28,,,"19,25","19,25"
3123,23,45,TAMPA COMUM FOSCA 30,1,30,,,"26,57","26,57"
3124,23,45,TAMPA COMUM FOSCA 36,1,36,,,"34,66","34,66"
3125,23,45,TAMPA COMUM FOSCA 40,1,40,,,"44,66","44,66"
3193,23,45,TAMPA COMUM FOSCA 45,1,45,,,"58,40","58,40"
4008,24,46,CONJUNTO PANELEIRO PRATIK LAR 5 PCS ,1,5 PÇS,,,"148,50","148,50"
4538,24,46,CONJUNTO PANELEIRO PRATIK LAR 5 PCS ,4,4 peças,4008,,"483,51","120,88"
4009,24,46,CONJUNTO PANELEIRO PRATIK FLON 5 PCS,1,5 PÇS,,,"224,19","224,19"
4539,24,46,CONJUNTO PANELEIRO PRATIK FLON 5 PCS,4,4 peças,4009,,"615,15","153,79"
4018,24,46,CONJUNTO PANELEIRO CLASSIC 6 PCS C/ PP,1,6 PÇS,,,"259,38","259,38"
4529,24,46,CONJUNTO PANELEIRO CLASSIC 6 PCS C/ PP,3,3 peças,4018,,"636,66","212,22"
4034,24,46,CONJUNTO PANELEIRO FORT FLON 6 PCS C/ PP ,1,6 PÇS,,,"363,68","363,68"
4535,24,46,CONJUNTO PANELEIRO FORT FLON 6 PCS C/ PP ,3,3 peças,4034,,"568,11","284,05"
4048,24,46,CONJUNTO PANELEIRO PLATINUM 7 PCS C/ PP,1,7 PÇS,,,"363,68","363,68"
4532,24,46,CONJUNTO PANELEIRO PLATINUM 7 PCS C/ PP,2, 2 peças,4048,,"342,95","171,47"
4049,24,46,CONJUNTO PANELEIRO PLATINUM 9 PCS C/ PP,1,9 PÇS,,,"436,22","436,22"
4533,24,46,CONJUNTO PANELEIRO PLATINUM 9 PCS C/ PP,2, 2 peças,4049,,"414,53","207,26"
4050,24,46,CONJUNTO PANELEIRO FORT FLON 7 PCS C/ PP ,1,7 PÇS,,,"434,99","434,99"
4536,24,46,CONJUNTO PANELEIRO FORT FLON 7 PCS C/ PP ,2, 2 peças,4050,,"454,53","227,26"
4051,24,46,CONJUNTO PANELEIRO FORT FLON 9 PCS C/ PP ,1,9 PÇS,,,"587,54","587,54"
4537,24,46,CONJUNTO PANELEIRO FORT FLON 9 PCS C/ PP ,2, 2 peças,4051,,"601,89","300,95"
7132,24,46,CONJUNTO PRATIK FLON 4 PCS C/ TPA VIDRO,1,TPA VIDRO,,,"152,47","152,47"
4056,24,47,JOGG CACAROLAS CONICA PLUS CRAQUEADA 16 A 24 - TPA ALUMINIO,1,TPA ALUMINIO,,,"270,40","270,40"
4086,24,47,JOGO CACAROLAS CONICA PLUS VERMELHA 16 A 24 - TPA ALUMINIO,1,TPA ALUMINIO,,,"270,40","270,40"
4127,24,47,JOGO CACAROLAS CONICA PLUS VERMELHA 16 A 24 - TPA VIDRO,1,TPA VIDRO,,,"288,50","288,50"
4128,24,47,JOGO CACAROLAS CONICA PLUS PRETA 16 A 24 - TPA ALUMINIO,1,TPA ALUMINIO,,,"270,40","270,40"
4129,24,47,JOGO CACAROLAS CONICA PLUS PRETA 16 A 24 - TPA VIDRO,1,TPA VIDRO,,,"288,50","288,50"
4131,24,47,JOGO CACAROLAS CONICA PLUS CRAQUEADA 16 A 24 - TPA VIDRO,1,TPA VIDRO,,,"288,50","288,50"
4412,25,,FEIRINHA POLIDA 120 PCS,1,120 PÇS,,,"2810,19","2810,19"
4413,25,,FEIRINHA POLIDA 60 PCS,1,60 PÇS,,,"1404,95","1404,95"
4414,25,,FEIRINHA ASSADEIRAS 72 PCS,1,72 PÇS,,,"1712,46","1712,46"
4415,25,,FEIRINHA PANELA - CANECAO POLIDO - 48 PCS ,1,48 PÇS,,,"1304,32","1304,32"
4417,25,,FEIRINHA ASSADEIRAS 36 PCS,1,36 PÇS,,,"852,27","852,27"
4418,25,,FEIRINHA PANELA - CANECAO POLIDO - 24 PCS ,1,24 PÇS,,,"623,85","623,85"
